animation time,headPosition x,headPosition y,headPosition z,headRot (Quat) x,headRot (Quat) y,headRot (Quat) z,headRot (Quat) w,RControllerPos x,RControllerPos y,RControllerPos z,RControllerRot (Quat) x,RControllerRot (Quat) y,RControllerRot (Quat) z,RControllerRot (Quat) w,LControllerPos x,LControllerPos y,LControllerPos z,LControllerRot (Quat) x,LControllerRot (Quat) y,LControllerRot (Quat) z,LControllerRot (Quat) w
0,2.74446988105774,1.65583288669586,-0.423747986555099,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,2.48011589050293,1.29228091239929,-0.151286035776138,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,3.09721255302429,1.29228091239929,-0.54593551158905,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423
0.0120938988402486,2.74446988105774,1.65583288669586,-0.423747986555099,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,2.48011589050293,1.29228091239929,-0.151286035776138,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,3.09721255302429,1.29228091239929,-0.54593551158905,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423
0.02538319863379,2.74446988105774,1.65583288669586,-0.423747986555099,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,2.48011589050293,1.29228091239929,-0.151286035776138,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,3.09721255302429,1.29228091239929,-0.54593551158905,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423
0.0393064990639687,2.74446988105774,1.65583288669586,-0.423747986555099,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,2.48011589050293,1.29228091239929,-0.151286035776138,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,3.09721255302429,1.29228091239929,-0.54593551158905,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423
0.0529200956225395,2.74446988105774,1.65583288669586,-0.423747986555099,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,2.48011589050293,1.29228091239929,-0.151286035776138,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,3.09721255302429,1.29228091239929,-0.54593551158905,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423
0.0671276971697807,2.74446988105774,1.65583288669586,-0.423747986555099,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,2.48011589050293,1.29228091239929,-0.151286035776138,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,3.09721255302429,1.29228091239929,-0.54593551158905,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423
0.0808541923761368,2.74446988105774,1.65583288669586,-0.423747986555099,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,2.48011589050293,1.29228091239929,-0.151286035776138,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,3.09721255302429,1.29228091239929,-0.54593551158905,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423
0.0952427983283997,2.74446988105774,1.65583288669586,-0.423747986555099,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,2.48011589050293,1.29228091239929,-0.151286035776138,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,3.09721255302429,1.29228091239929,-0.54593551158905,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423
0.108995996415615,2.74446988105774,1.65583288669586,-0.423747986555099,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,2.48011589050293,1.29228091239929,-0.151286035776138,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,3.09721255302429,1.29228091239929,-0.54593551158905,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423
0.123992197215557,2.74446988105774,1.65583288669586,-0.423747986555099,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,2.48011589050293,1.29228091239929,-0.151286035776138,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,3.09721255302429,1.29228091239929,-0.54593551158905,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423
0.137297198176384,2.74446988105774,1.65583288669586,-0.423747986555099,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,2.48011589050293,1.29228091239929,-0.151286035776138,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,3.09721255302429,1.29228091239929,-0.54593551158905,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423
0.152183800935745,2.74446988105774,1.65583288669586,-0.423747986555099,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,2.48011589050293,1.29228091239929,-0.151286035776138,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,3.09721255302429,1.29228091239929,-0.54593551158905,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423
0.16562719643116,2.74446988105774,1.65583288669586,-0.423747986555099,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,2.48011589050293,1.29228091239929,-0.151286035776138,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,3.09721255302429,1.29228091239929,-0.54593551158905,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423
0.178679704666138,2.74446988105774,1.65583288669586,-0.423747986555099,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,2.48011589050293,1.29228091239929,-0.151286035776138,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,3.09721255302429,1.29228091239929,-0.54593551158905,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423
0.192646101117134,2.74446988105774,1.65583288669586,-0.423747986555099,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,2.48011589050293,1.29228091239929,-0.151286035776138,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,3.09721255302429,1.29228091239929,-0.54593551158905,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423
0.206716597080231,2.74446988105774,1.65583288669586,-0.423747986555099,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,2.48011589050293,1.29228091239929,-0.151286035776138,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,3.09721255302429,1.29228091239929,-0.54593551158905,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423
0.221574604511261,2.74446988105774,1.65583288669586,-0.423747986555099,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,2.48011589050293,1.29228091239929,-0.151286035776138,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,3.09721255302429,1.29228091239929,-0.54593551158905,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423
0.234381303191185,2.74446988105774,1.65583288669586,-0.423747986555099,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,2.48011589050293,1.29228091239929,-0.151286035776138,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,3.09721255302429,1.29228091239929,-0.54593551158905,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423
0.24797710776329,2.74446988105774,1.65583288669586,-0.423747986555099,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,2.48011589050293,1.29228091239929,-0.151286035776138,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,3.09721255302429,1.29228091239929,-0.54593551158905,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423
0.261913895606995,2.74446988105774,1.65583288669586,-0.423747986555099,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,2.48011589050293,1.29228091239929,-0.151286035776138,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,3.09721255302429,1.29228091239929,-0.54593551158905,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423
0.275749891996384,2.74446988105774,1.65583288669586,-0.423747986555099,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,2.48011589050293,1.29228091239929,-0.151286035776138,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,3.09721255302429,1.29228091239929,-0.54593551158905,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423
0.28982800245285,2.74446988105774,1.65583288669586,-0.423747986555099,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,2.48011589050293,1.29228091239929,-0.151286035776138,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,3.09721255302429,1.29228091239929,-0.54593551158905,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423
0.303515404462814,2.74446988105774,1.65583288669586,-0.423747986555099,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,2.48011589050293,1.29228091239929,-0.151286035776138,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,3.09721255302429,1.29228091239929,-0.54593551158905,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423
0.317511290311813,2.74446988105774,1.65583288669586,-0.423747986555099,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,2.48011589050293,1.29228091239929,-0.151286035776138,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423,3.09721255302429,1.29228091239929,-0.54593551158905,-0.103775545954704,0.891786456108093,-0.354884952306747,-0.260776430368423
